ProgramName;Start;End;Cancelled;TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;Process2Time;Process2Length;Process2Starts;Process3Time;Process3Length;Process3Starts;Process4Time;Process4Length;Process4Starts;RapidTime;RapidLength;RapidStarts
3921;2025-06-25 08:53:17;2025-06-25 09:07:34;False;853;11;2;475;31885.14453125;11;0;0;0;0;0;0;0;0;0;170;54708;17
4134;2025-06-25 10:06:52;2025-06-25 11:05:39;False;3522;31;3;1425;70737.3359375;24;0;0;0;0;0;0;0;0;0;726;175802;125
4134;2025-06-25 11:10:18;2025-06-25 11:10:34;True;15;15;1;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:26:04;True;4;0;2;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:27:24;True;9;0;4;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:29:03;True;12;0;5;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:33:45;True;14;0;6;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:35:18;True;24;1;10;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:36:41;True;34;2;14;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:37:43;True;39;2;16;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:39:29;True;92;36;24;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:41:19;True;102;37;28;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:42:13;True;107;37;30;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:43:10;True;112;37;32;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:46:30;True;204;99;38;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:49:02;True;219;99;44;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:50:55;True;229;100;48;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:51:55;True;233;100;50;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:52:32;True;238;101;52;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4134;2025-06-25 11:10:18;2025-06-25 11:54:26;True;251;101;56;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4084;2025-06-25 13:47:34;2025-06-26 01:10:39;True;40984;15498;19;8799;374454.21875;771;0;0;0;0;0;0;0;0;0;4031;563825;1751
