ProgramName;Start;End;Cancelled;TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;Process2Time;Process2Length;Process2Starts;Process3Time;Process3Length;Process3Starts;Process4Time;Process4Length;Process4Starts;RapidTime;RapidLength;RapidStarts
00004368;2025-07-02 21:45:00;2025-07-03 02:21:09;False;16568;4987;49;3471;149651.109375;356;0;0;0;0;0;0;0;0;0;2026;318959;688
sparsModule0006 1900 x 100;2025-07-03 12:19:28;2025-07-03 12:19:31;True;1;1;1;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
sparsModule0006 1900 x 100;2025-07-03 12:20:21;2025-07-03 12:33:13;True;771;52;2;601;40091.1875;11;0;0;0;0;0;0;0;0;0;18;1248;11
beatson Module0006 2000 x 1200;2025-07-03 15:04:26;2025-07-03 15:08:07;False;221;0;0;209;6372.41650390625;1;0;0;0;0;0;0;0;0;0;0;23;1
beatson Module0006 2000 x 1200;2025-07-03 15:10:10;2025-07-03 15:13:50;False;219;0;0;207;6368.4052734375;1;0;0;0;0;0;0;0;0;0;0;23;1
00003986;2025-07-03 16:58:14;2025-07-03 17:04:13;False;358;2;1;133;9806.8837890625;3;0;0;0;0;0;0;0;0;0;43;8159;14
00003987;2025-07-03 17:05:27;2025-07-03 17:13:26;False;475;2;2;145;10753.083984375;3;0;0;0;0;0;0;0;0;0;79;12804;24
00003988;2025-07-03 17:15:43;2025-07-03 17:23:50;False;481;20;1;185;13621.1650390625;4;0;0;0;0;0;0;0;0;0;70;10174;22
00003989;2025-07-03 17:24:57;2025-07-03 17:35:52;False;650;30;3;189;13896.5361328125;4;0;0;0;0;0;0;0;0;0;96;15363;32
00003516;2025-07-03 17:39:22;2025-07-03 17:50:31;False;664;1;1;119;8569.1728515625;27;0;0;0;0;0;0;0;0;0;84;11121;46
00003517;2025-07-03 18:22:28;2025-07-03 18:33:33;False;661;12;2;115;8276.9287109375;27;0;0;0;0;0;0;0;0;0;80;10146;48
00003519;2025-07-03 18:34:54;2025-07-03 18:40:22;False;323;16;3;62;4541.21728515625;10;0;0;0;0;0;0;0;0;0;56;7195;20
00003518;2025-07-03 23:09:16;2025-07-03 23:18:30;False;549;1;2;113;11533.1123046875;28;0;0;0;0;0;0;0;0;0;57;8889;38
