TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;RapidTime;RapidLength;RapidStarts
7.189922170745808;3.1780538303479458;1.6094379124341003;5.783825182329737;9.663942591279351;4.248495242049359;5.117993812416755;9.502860721068213;4.605170185988092
7.6624678152002375;4.68213122712422;2.0794415416798357;6.335054251498059;10.258899824640196;2.4849066497880004;6.008813185442595;11.269056110363978;4.418840607796598
6.642486801367256;1.9459101490553132;0.6931471805599453;6.016157159698354;9.889100669135752;2.5649493574615367;4.962844630259907;10.4994628213438;3.258096538021482
5.811140992976701;1.0986122886681098;1.0986122886681098;5.214935757608986;8.412275503043157;1.6094379124341003;3.4965075614664802;8.462314529906248;2.302585092994046
7.550135342488429;2.9444389791664403;1.0986122886681098;6.133398042996649;10.225372251941348;4.3694478524670215;5.662960480135946;10.283190309420853;5.093750200806762
7.953669778649798;5.308267697401205;3.044522437723423;6.55250788703459;10.42352661752573;4.007333185232471;6.2285110035911835;11.372432755649935;4.836281906951478
8.812992231969966;6.0063531596017325;3.6109179126442243;7.487173694213739;11.624300093914531;3.7376696182833684;7.168579897264035;12.43989893269085;5.616771097666572
9.75927070177572;7.983098940710892;1.6094379124341003;8.478452363099807;12.592232814974622;5.921578419643816;7.886081401775745;12.768176763574195;7.087573705557973
7.9102237070973445;5.303304908059076;3.044522437723423;6.71901315438526;10.50843312391332;3.4011973816621555;6.285998094508865;11.709462172722448;4.2626798770413155
9.794899612119229;8.294549515143679;2.5649493574615367;8.688453800850768;12.466394621618816;5.62040086571715;7.709308333385869;12.83904510305405;6.555356891810665
9.971940278170571;7.756195343948118;3.258096538021482;8.822322177471738;12.651433219063044;6.418364935936212;7.9676267393338165;12.780996380967721;7.2078598714324755
9.374667665397858;8.038834757787749;3.295836866004329;8.104703468371108;11.956952816282785;4.465908118654584;7.404279118037268;12.673598206900369;5.991464547107982
9.715288758569297;8.514790306799927;3.912023005428146;8.15248607578024;11.916068608570747;5.877735781779639;7.614312146452;12.672820982055237;6.535241271013659
5.883322388488279;1.0986122886681098;0.6931471805599453;4.897839799950911;9.190941809519185;1.3862943611198906;3.784189633918261;9.006999447958153;2.70805020110221
6.16541785423142;1.0986122886681098;1.0986122886681098;4.983606621708336;9.283040866933232;1.3862943611198906;4.382026634673881;9.457590998633625;3.2188758248682006
6.1779441140506;3.044522437723423;0.6931471805599453;5.225746673713202;9.519453527354246;1.6094379124341003;4.2626798770413155;9.227689010310796;3.1354942159291497
6.478509642208569;3.4339872044851463;1.3862943611198906;5.247024072160486;9.539466846774776;1.6094379124341003;4.574710978503383;9.639782389465795;3.4965075614664802
6.499787040655854;0.6931471805599453;0.6931471805599453;4.787491742782046;9.056043180765615;3.332204510175204;4.442651256490317;9.316680407747508;3.8501476017100584
6.495265555937008;2.5649493574615367;1.0986122886681098;4.7535901911063645;9.021348060401277;3.332204510175204;4.394449154672439;9.224933374279082;3.8918202981106265
5.780743515792329;2.833213344056216;1.3862943611198906;4.143134726391533;8.421170560613335;2.3978952727983707;4.04305126783455;8.881280595070423;3.044522437723423
6.309918278226516;0.6931471805599453;1.0986122886681098;4.736198448394496;9.353064210965783;3.367295829986474;4.060443010546419;9.09268232850795;3.6635616461296463
9.41041998369184;6.0063531596017325;3.4965075614664802;8.365206834418355;12.038183069896153;4.7535901911063645;7.621195162809845;12.809347086577198;6.450470422144176
6.436150368369428;4.787491742782046;0.6931471805599453;5.14166355650266;9.328619204843703;2.833213344056216;4.007333185232471;9.109525066737367;3.367295829986474
9.387565631345389;8.418918622147897;2.9444389791664403;7.436617265234227;11.677696976592586;4.90527477843843;7.691200097522863;12.513447045077644;6.761572768804055
4.584967478670572;1.0986122886681098;0.6931471805599453;2.8903717578961645;6.673531201347048;1.0986122886681098;1.3862943611198906;5.777652323222656;1.3862943611198906
7.295735072749282;4.477336814478207;1.9459101490553132;6.028278520230698;10.20214267197542;2.833213344056216;5.247024072160486;9.891617379965641;4.68213122712422
7.261927092702751;1.6094379124341003;0.6931471805599453;6.0063531596017325;10.17986991464918;2.6390573296152584;5.332718793265369;9.975901233045173;4.727387818712341
7.4949862339505335;4.219507705176107;1.6094379124341003;6.1224928095143865;10.256044370418511;4.219507705176107;5.817111159963204;10.258746494416974;5.099866427824199
7.897296472595885;1.6094379124341003;1.0986122886681098;6.844815479208263;11.027305279594051;4.04305126783455;5.905361848054571;10.684096008866067;5.298317366548036
6.950814768442584;1.9459101490553132;1.0986122886681098;5.802118375377063;9.93964468347922;3.4657359027997265;4.897839799950911;9.990582259387061;4.204692619390966
6.570882962339584;3.5263605246161616;1.3862943611198906;5.342334251964811;9.479517538691642;2.8903717578961645;4.553876891600541;9.659567149523216;3.7376696182833684
6.763884908562435;1.3862943611198906;0.6931471805599453;5.683579767338681;9.82277910410065;3.258096538021482;4.61512051684126;9.613736674915236;3.970291913552122
7.3613754289773485;5.493061443340548;2.302585092994046;5.198497031265826;9.080476464648362;2.5649493574615367;5.598421958998375;10.632966662343463;4.04305126783455
7.917171988845776;6.742880635791903;2.3978952727983707;6.6240652277998935;10.64345895937893;4.060443010546419;5.68697535633982;10.727948042591994;4.672828834461906
6.907755278982137;1.6094379124341003;0.6931471805599453;6.244166900663736;9.864906291139986;3.4339872044851463;4.867534450455582;9.856500761311791;3.828641396489095
7.1929342212158;5.4680601411351315;1.3862943611198906;5.983936280687191;9.85324130437668;3.091042453358316;5.4638318050256105;10.042640613928704;4.543294782270004
7.259819610363186;0.6931471805599453;0.6931471805599453;6.018593214496234;9.961907908507337;3.871201010907891;5.575949103146316;10.463217619655723;4.634728988229636
9.087833697483386;7.063903961472068;1.9459101490553132;7.8551570058813445;11.864201093177428;4.90527477843843;7.189922170745808;12.260754940761567;6.161207321695077
9.924514919728203;8.00736706798333;3.6888794541139363;9.04699757378001;12.7927510576581;6.659293919683638;7.323170717943469;11.882991348726527;6.680854678790215
10.441967253083934;9.85450737031441;3.912023005428146;8.531096096585228;12.555614569235352;5.87493073085203;7.871692664323645;12.888618833602573;6.926577033222725
