ProgramName;Start;End;Cancelled;TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;Process2Time;Process2Length;Process2Starts;Process3Time;Process3Length;Process3Starts;Process4Time;Process4Length;Process4Starts;RapidTime;RapidLength;RapidStarts
bay 1 Module0001 cp071;2025-06-27 10:19:54;2025-06-27 10:33:11;False;796;0;0;230;14544.9638671875;50;0;0;0;0;0;0;0;0;0;130;13974;50
bay1 Module0001 cp072;2025-06-27 10:37:06;2025-06-27 10:51:35;False;868;0;0;333;21568.4140625;45;0;0;0;0;0;0;0;0;0;143;19340;45
bay 3 Module0006 1494 x 50;2025-06-27 10:59:28;2025-06-27 11:00:27;False;58;0;0;46;3093.3564453125;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 Module0006 1470 x 50;2025-06-27 11:02:44;2025-06-27 11:03:41;False;56;0;0;45;3040.91967773438;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 Module0006 1450 x 50;2025-06-27 11:13:46;2025-06-27 11:15:07;False;79;13;1;56;3006.38427734375;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 Module0006 1450 x 75;2025-06-27 11:20:05;2025-06-27 11:21:15;False;69;0;0;57;3056.38427734375;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 Module0006 529 x 75;2025-06-27 11:23:00;2025-06-27 11:23:35;False;34;0;0;23;1214.38427734375;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 Module0006 541 x 75;2025-06-27 11:26:23;2025-06-27 11:27:34;False;70;0;1;47;2476.7685546875;2;0;0;0;0;0;0;0;0;0;2;110;2
bay 3 Module0006 541 x 75;2025-06-27 11:29:41;2025-06-27 11:30:16;False;35;0;1;23;1238.38427734375;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 Module0006 529 x 75;2025-06-27 11:31:20;2025-06-27 11:32:30;False;69;0;1;46;2428.7685546875;2;0;0;0;0;0;0;0;0;0;2;110;2
bay 1 Module0006130 x 74;2025-06-27 12:08:03;2025-06-27 12:09:58;True;112;21;2;36;1874.62805175781;5;0;0;0;0;0;0;0;0;0;8;543;5
bay 1 Module0006130 x 74;2025-06-27 12:11:10;2025-06-27 12:27:13;False;963;0;0;351;20612.36328125;55;0;0;0;0;0;0;0;0;0;115;10261;54
00004261;2025-06-27 12:33:15;2025-06-27 12:38:28;False;312;3;1;95;6229.044921875;9;0;0;0;0;0;0;0;0;0;28;5207;15
bay 3 163 x 105 x 8mm;2025-06-27 13:05:51;2025-06-27 13:06:16;False;24;0;1;11;543.896789550781;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 290 x 182 x 8mm;2025-06-27 13:07:49;2025-06-27 13:08:19;False;29;0;0;19;951.896789550781;1;0;0;0;0;0;0;0;0;0;0;11;1
yanni Module0006 300 x 200;2025-06-27 15:40:25;2025-06-27 15:54:41;True;0;0;2;0;0.0;27;0;0;0;0;0;0;0;0;0;0;0;27
yanni Module0006 300 x 200;2025-06-27 15:55:39;2025-06-27 15:56:16;True;36;20;2;6;345.103820800781;1;0;0;0;0;0;0;0;0;0;0;11;1
yanni Module0006 300 x 200;2025-06-27 16:10:14;2025-06-27 16:11:48;False;93;0;1;60;3023.6904296875;3;0;0;0;0;0;0;0;0;0;4;459;3
vikas Module0006 1000 x 200;2025-06-27 16:26:01;2025-06-27 16:34:36;False;513;117;1;344;9667.9931640625;4;0;0;0;0;0;0;0;0;0;9;698;4
bay 3 230 x 200 x 10mm;2025-06-27 16:38:10;2025-06-27 16:38:42;False;32;0;0;17;868.755065917969;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 3 355 x 231 x 10mm;2025-06-27 16:39:21;2025-06-27 16:39:56;False;35;0;0;24;1180.75512695313;1;0;0;0;0;0;0;0;0;0;0;11;1
bay 123 300x120x10mm;2025-06-27 16:49:54;2025-06-27 16:54:33;False;277;0;0;168;8482.029296875;10;0;0;0;0;0;0;0;0;0;19;1904;9
