ProgramName;Start;End;Cancelled;TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;Process2Time;Process2Length;Process2Starts;Process3Time;Process3Length;Process3Starts;Process4Time;Process4Length;Process4Starts;RapidTime;RapidLength;RapidStarts
3918;2025-07-04 01:02:55;2025-07-04 06:07:58;True;18300;7178;25;4875;188258.734375;143;0;0;0;0;0;0;0;0;0;1795;329425;623
3918;2025-07-04 01:02:55;2025-07-04 06:08:15;True;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3918;2025-07-04 01:02:55;2025-07-04 06:10:52;True;5;0;2;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3918;2025-07-04 01:02:55;2025-07-04 06:12:32;True;14;0;6;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3918;2025-07-04 01:02:55;2025-07-04 06:13:19;True;28;1;8;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3918;2025-07-04 01:02:55;2025-07-04 06:13:45;True;33;1;10;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3918;2025-07-04 01:02:55;2025-07-04 06:14:24;True;38;1;12;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3918;2025-07-04 01:02:55;2025-07-04 06:15:04;True;43;2;14;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
3804;2025-07-04 10:13:38;2025-07-04 13:37:14;False;12214;405;32;4294;169088.4375;115;0;0;0;0;0;0;0;0;0;2040;365618;632
4311;2025-07-04 15:49:53;2025-07-04 16:00:17;False;623;119;1;170;11254.5791015625;16;0;0;0;0;0;0;0;0;0;54;9040;28
4607;2025-07-04 16:33:05;2025-07-05 00:54:47;True;0;0;7;0;0.0;406;0;0;0;0;0;0;0;0;0;0;0;410
4607;2025-07-04 16:33:05;2025-07-05 00:58:53;True;4;0;2;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4607;2025-07-04 16:33:05;2025-07-05 01:00:21;True;14;1;6;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4607;2025-07-04 16:33:05;2025-07-05 01:01:06;True;19;1;8;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4607;2025-07-04 16:33:05;2025-07-05 01:01:49;True;24;1;10;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4607;2025-07-04 16:33:05;2025-07-05 01:04:45;True;29;2;12;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
