ProgramName;Start;End;Cancelled;TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;Process2Time;Process2Length;Process2Starts;Process3Time;Process3Length;Process3Starts;Process4Time;Process4Length;Process4Starts;RapidTime;RapidLength;RapidStarts
4382;2025-07-13 01:11:33;2025-07-13 02:15:54;False;3860;628;25;648;38909.87890625;9;0;0;0;0;0;0;0;0;0;689;138621;105
4330;2025-07-13 03:05:26;2025-07-13 04:53:38;False;6490;4015;14;1050;38522.921875;7;0;0;0;0;0;0;0;0;0;415;98484;47
4649;2025-07-13 05:37:34;2025-07-13 05:53:14;False;939;130;7;475;22663.328125;21;0;0;0;0;0;0;0;0;0;30;4247;27
4327;2025-07-13 06:03:48;2025-07-13 06:23:56;False;1207;46;15;722;27889.611328125;14;0;0;0;0;0;0;0;0;0;208;64536;18
4365;2025-07-13 07:06:29;2025-07-13 07:29:15;True;1365;450;4;0;0.0;0;0;0;0;0;0;0;0;0;0;238;48601;84
4365;2025-07-13 07:06:29;2025-07-13 07:29:46;True;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4365;2025-07-13 07:31:28;2025-07-13 10:01:32;False;9002;3865;70;1079;62979.12890625;32;0;0;0;0;0;0;0;0;0;1143;252762;89
4357;2025-07-13 11:52:09;2025-07-13 14:35:29;False;9797;8205;3;756;46995.046875;15;0;0;0;0;0;0;0;0;0;311;78555;55
3793;2025-07-13 17:13:31;2025-07-14 00:49:57;True;27383;16255;59;2512;102226.375;75;0;0;0;0;0;0;0;0;0;2505;523527;586
3793;2025-07-13 17:13:31;2025-07-14 00:53:28;True;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
