ProgramName;Start;End;Cancelled;TotalTime;BreakingTime;NumberBreaks;Process1Time;Process1Length;Process1Starts;Process2Time;Process2Length;Process2Starts;Process3Time;Process3Length;Process3Starts;Process4Time;Process4Length;Process4Starts;RapidTime;RapidLength;RapidStarts
4372;2025-07-12 02:56:25;2025-07-12 06:01:16;False;11090;4665;31;2058;98084.2265625;60;0;0;0;0;0;0;0;0;0;1181;217427;277
4377;2025-07-12 07:08:16;2025-07-12 09:51:36;True;9798;3282;19;1930;93512.0703125;160;0;0;0;0;0;0;0;0;0;1180;172842;335
4377;2025-07-12 07:08:16;2025-07-12 09:51:54;True;0;0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 09:52:30;True;4;0;2;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 09:57:30;True;43;2;18;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 09:58:10;True;48;2;20;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 10:01:44;True;78;4;32;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 10:02:33;True;83;4;34;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 10:05:55;True;117;6;48;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4377;2025-07-12 07:08:16;2025-07-12 10:10:05;True;156;9;64;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
4647;2025-07-12 11:26:06;2025-07-12 11:37:25;True;673;81;6;289;7776.57861328125;6;0;0;0;0;0;0;0;0;0;85;17165;25
4360;2025-07-12 23:18:57;2025-07-13 00:06:48;False;2869;225;9;848;54392.16015625;21;0;0;0;0;0;0;0;0;0;522;98855;111
